,medicine,links
1816,Steronase AQ,https://pillintrip.com/medicine/steronase-aq
1817,Synthroid,https://pillintrip.com/medicine/synthroid
1818,Saxenda,https://pillintrip.com/medicine/saxenda
1819,Sudafed Decongestant 12 Hour,https://pillintrip.com/medicine/sudafed-decongestant-12-hour
1820,Soolantra,https://pillintrip.com/medicine/soolantra
1821,Stilnox,https://pillintrip.com/medicine/stilnox
1822,Spectrum-4,https://pillintrip.com/medicine/spectrum-4
1823,Sargenor 5,https://pillintrip.com/medicine/sargenor-5
1824,Swingo,https://pillintrip.com/medicine/swingo
1825,Stesolid,https://pillintrip.com/medicine/stesolid
1826,Sumamed,https://pillintrip.com/medicine/sumamed
1827,Supplin,https://pillintrip.com/medicine/supplin
1828,Seaprazole,https://pillintrip.com/medicine/seaprazole
1829,Spanil,https://pillintrip.com/medicine/spanil
1830,SMA,https://pillintrip.com/medicine/sma
1831,Sinugesic,https://pillintrip.com/medicine/sinugesic
1832,Sporanox,https://pillintrip.com/medicine/sporanox
1833,Sozol,https://pillintrip.com/medicine/sozol
1834,Silkis,https://pillintrip.com/medicine/silkis
1835,Stopex,https://pillintrip.com/medicine/stopex
1836,Suprax,https://pillintrip.com/medicine/suprax
1837,Salbuair,https://pillintrip.com/medicine/salbuair
1838,Stromectol,https://pillintrip.com/medicine/stromectol
1839,Symla,https://pillintrip.com/medicine/symla
1840,Synphasic,https://pillintrip.com/medicine/synphasic
1841,Spedifen,https://pillintrip.com/medicine/spedifen
1842,Spididol,https://pillintrip.com/medicine/spididol
1843,Strefen,https://pillintrip.com/medicine/strefen
1844,SPS,https://pillintrip.com/medicine/sps
1845,Sevikar HCT,https://pillintrip.com/medicine/sevikar-hct
1846,Stafine-cort,https://pillintrip.com/medicine/stafine-cort
1847,Stilnoct,https://pillintrip.com/medicine/stilnoct
1848,Sanprima Forte,https://pillintrip.com/medicine/sanprima-forte
1849,Sevel,https://pillintrip.com/medicine/sevel
1850,Sonirem,https://pillintrip.com/medicine/sonirem
1851,Sinutab Forte,https://pillintrip.com/medicine/sinutab-forte
1852,Silomat DMP,https://pillintrip.com/medicine/silomat-dmp
1853,Sedofan,https://pillintrip.com/medicine/sedofan
1854,Seretide,https://pillintrip.com/medicine/seretide
1855,Suprafen,https://pillintrip.com/medicine/suprafen
1856,Supramycina Forte,https://pillintrip.com/medicine/supramycina-forte
1857,Sinufen sr,https://pillintrip.com/medicine/sinufen-sr
1858,Sudafed (Pseudoephedrine),https://pillintrip.com/medicine/sudafed-pseudoephedrine
1859,Symra,https://pillintrip.com/medicine/symra
1860,Spiz,https://pillintrip.com/medicine/spiz
1861,Skinoren,https://pillintrip.com/medicine/skinoren
1862,Shu Si,https://pillintrip.com/medicine/shu-si
1863,Sue,https://pillintrip.com/medicine/sue
1864,Sildenafil citrate,https://pillintrip.com/medicine/sildenafil-citrate
1865,"Sinalgen (Acetaminophen,Hydrocodone Bitartrate)",https://pillintrip.com/medicine/sinalgen-acetaminophen-hydrocodone-bitartrate
1866,Solupred orodisp.,https://pillintrip.com/medicine/solupred-orodisp
1867,Solaxin,https://pillintrip.com/medicine/solaxin
1868,Symbicort,https://pillintrip.com/medicine/symbicort
1869,Solpadeine,https://pillintrip.com/medicine/solpadeine
1870,Stanicid,https://pillintrip.com/medicine/stanicid
1871,Siprogut,https://pillintrip.com/medicine/siprogut
1872,Salibet,https://pillintrip.com/medicine/salibet
1873,Seroquel XR,https://pillintrip.com/medicine/seroquel-xr
1874,Salbutamol,https://pillintrip.com/medicine/salbutamol
1875,Strepsils Dry Cough,https://pillintrip.com/medicine/strepsils-dry-cough
1876,Sinemet,https://pillintrip.com/medicine/sinemet
1877,Semintra,https://pillintrip.com/medicine/semintra
1878,Silden,https://pillintrip.com/medicine/silden
1879,Solpadeine Plus,https://pillintrip.com/medicine/solpadeine-plus
1880,Simva-Aristo,https://pillintrip.com/medicine/simva-aristo
1881,Sterodex,https://pillintrip.com/medicine/sterodex
1882,Sinovul,https://pillintrip.com/medicine/sinovul
1883,Sildenafil,https://pillintrip.com/medicine/sildenafil
1884,Spornar,https://pillintrip.com/medicine/spornar
1885,Selexid,https://pillintrip.com/medicine/selexid
1886,Sildenafil Ranbaxy,https://pillintrip.com/medicine/sildenafil-ranbaxy
1887,Sildenafil Teva,https://pillintrip.com/medicine/sildenafil-teva
1888,Spiriva,https://pillintrip.com/medicine/spiriva
1889,Seretide Diskus,https://pillintrip.com/medicine/seretide-diskus
1890,Slow K,https://pillintrip.com/medicine/slow-k
1891,Sildenafil Pfizer,https://pillintrip.com/medicine/sildenafil-pfizer
1892,Synjardy (Empagliflozin_Metformin hydrochloride),https://pillintrip.com/medicine/synjardy-empagliflozin-metformin-hydrochloride
1893,Sertal Compuesto,https://pillintrip.com/medicine/sertal-compuesto
1894,Sollazon,https://pillintrip.com/medicine/sollazon
1895,Sarf,https://pillintrip.com/medicine/sarf
1896,Solpadol (ANALGESICS_OPIOID),https://pillintrip.com/medicine/solpadol-analgesics-opioid
1897,Soproxen,https://pillintrip.com/medicine/soproxen
1898,Sildenafil Sandoz,https://pillintrip.com/medicine/sildenafil-sandoz
1899,Su's,https://pillintrip.com/medicine/su-s
1900,Tamsulosin,https://pillintrip.com/medicine/tamsulosin
1901,Trifen,https://pillintrip.com/medicine/trifen
1902,Trachitol,https://pillintrip.com/medicine/trachitol
1903,Tremenza,https://pillintrip.com/medicine/tremenza
1904,Triferment,https://pillintrip.com/medicine/triferment
1905,Tricin,https://pillintrip.com/medicine/tricin
1906,Tamiflu,https://pillintrip.com/medicine/tamiflu
1907,Tisuderma,https://pillintrip.com/medicine/tisuderma
1908,Tramadol Krka,https://pillintrip.com/medicine/tramadol-krka
1909,Tramacet,https://pillintrip.com/medicine/tramacet
1910,Thiocilline,https://pillintrip.com/medicine/thiocilline
1911,Tadalafil,https://pillintrip.com/medicine/tadalafil
1912,Tolucombi,https://pillintrip.com/medicine/tolucombi
1913,Thyrolar (+Liothyronine),https://pillintrip.com/medicine/thyrolar-liothyronine
1914,Talvosilen Forte,https://pillintrip.com/medicine/talvosilen-forte
1915,Tryplase,https://pillintrip.com/medicine/tryplase
1916,TobraDex,https://pillintrip.com/medicine/tobradex
1917,Triphasil-21,https://pillintrip.com/medicine/triphasil-21
1918,Triquilar,https://pillintrip.com/medicine/triquilar
1919,Triaxone,https://pillintrip.com/medicine/triaxone
1920,Trachisan,https://pillintrip.com/medicine/trachisan
1921,Temesta,https://pillintrip.com/medicine/temesta
1922,Tadolak fort,https://pillintrip.com/medicine/tadolak-fort
1923,Tachifludec,https://pillintrip.com/medicine/tachifludec
1924,Tardyferon,https://pillintrip.com/medicine/tardyferon
1925,Tetralysal,https://pillintrip.com/medicine/tetralysal
1926,Tramal,https://pillintrip.com/medicine/tramal
1927,Tukol-D,https://pillintrip.com/medicine/tukol-d
1928,Trilac,https://pillintrip.com/medicine/trilac
1929,Tridural,https://pillintrip.com/medicine/tridural
1930,Trifene 200,https://pillintrip.com/medicine/trifene-200
1931,Tryptanol,https://pillintrip.com/medicine/tryptanol
1932,Tussin Forte,https://pillintrip.com/medicine/tussin-forte
1933,Tofen,https://pillintrip.com/medicine/tofen
1934,Tradef,https://pillintrip.com/medicine/tradef
1935,Tatanol,https://pillintrip.com/medicine/tatanol
1936,Tianli Runzhu,https://pillintrip.com/medicine/tianli-runzhu
1937,Tarlusal,https://pillintrip.com/medicine/tarlusal
1938,Trazidex,https://pillintrip.com/medicine/trazidex
1939,Toradol,https://pillintrip.com/medicine/toradol
1940,Tro-Ceftriax,https://pillintrip.com/medicine/tro-ceftriax
1941,Tylenol (Acetaminophen),https://pillintrip.com/medicine/tylenol-acetaminophen
1942,Trisequens,https://pillintrip.com/medicine/trisequens
1943,Termalgin Codeina,https://pillintrip.com/medicine/termalgin-codeina
1944,Trosicam,https://pillintrip.com/medicine/trosicam
1945,Tyskiten,https://pillintrip.com/medicine/tyskiten
1946,Tiberal,https://pillintrip.com/medicine/tiberal
1947,Toseina,https://pillintrip.com/medicine/toseina
1948,Tussidane,https://pillintrip.com/medicine/tussidane
1949,Treda,https://pillintrip.com/medicine/treda
1950,Tramadol,https://pillintrip.com/medicine/tramadol
1951,Tolucombi (Hydrochlorlthiazide_Telmisartan),https://pillintrip.com/medicine/tolucombi-hydrochlorlthiazide-telmisartan
1952,Timoptol,https://pillintrip.com/medicine/timoptol
1953,Telfast,https://pillintrip.com/medicine/telfast
1954,Tums,https://pillintrip.com/medicine/tums
1955,Ty,https://pillintrip.com/medicine/ty
1956,Truvada,https://pillintrip.com/medicine/truvada
1957,Tramcet,https://pillintrip.com/medicine/tramcet
1958,Tobrex,https://pillintrip.com/medicine/tobrex
1959,Topamax,https://pillintrip.com/medicine/topamax
1960,Tussin (Guaifenesin),https://pillintrip.com/medicine/tussin-guaifenesin
1961,Tamsaprost,https://pillintrip.com/medicine/tamsaprost
1962,"Talvosilen Forte (Acetaminophen,Codeine)",https://pillintrip.com/medicine/talvosilen-forte-acetaminophen-codeine
1963,Tambocor,https://pillintrip.com/medicine/tambocor
1964,Tramabene,https://pillintrip.com/medicine/tramabene
1965,Theracough,https://pillintrip.com/medicine/theracough
1966,Tolid,https://pillintrip.com/medicine/tolid
1967,Triaminic Flu,https://pillintrip.com/medicine/triaminic-flu
1968,Tamsol,https://pillintrip.com/medicine/tamsol
1969,Telarix,https://pillintrip.com/medicine/telarix
1970,Termalgine Plus,https://pillintrip.com/medicine/termalgine-plus
1971,Talvosilen,https://pillintrip.com/medicine/talvosilen
1972,Tobral D,https://pillintrip.com/medicine/tobral-d
1973,Tarivid,https://pillintrip.com/medicine/tarivid
1974,Tirosint,https://pillintrip.com/medicine/tirosint
1975,Tinazol,https://pillintrip.com/medicine/tinazol
1976,TOBI Podhaler,https://pillintrip.com/medicine/tobi-podhaler
1977,Triesence,https://pillintrip.com/medicine/triesence
1978,Tenox,https://pillintrip.com/medicine/tenox
1979,TriamHEXAL,https://pillintrip.com/medicine/triamhexal
1980,Tadalafil Mylan,https://pillintrip.com/medicine/tadalafil-mylan
1981,Tachipirina,https://pillintrip.com/medicine/tachipirina
1982,Tarodex,https://pillintrip.com/medicine/tarodex
1983,Tiptipot Novimol,https://pillintrip.com/medicine/tiptipot-novimol
1984,Thyro-4,https://pillintrip.com/medicine/thyro-4
1985,Tetracycline,https://pillintrip.com/medicine/tetracycline
1986,Transamine,https://pillintrip.com/medicine/transamine
1987,Tardyferon Fol,https://pillintrip.com/medicine/tardyferon-fol
1988,Tramadex,https://pillintrip.com/medicine/tramadex
1989,Tertensif SR,https://pillintrip.com/medicine/tertensif-sr
1990,Tussidex Forte,https://pillintrip.com/medicine/tussidex-forte
1991,Tratul,https://pillintrip.com/medicine/tratul
1992,Tammex,https://pillintrip.com/medicine/tammex
1993,Teokap-SR,https://pillintrip.com/medicine/teokap-sr
1994,Tafil,https://pillintrip.com/medicine/tafil
1995,Tramil,https://pillintrip.com/medicine/tramil
1996,Tavanic,https://pillintrip.com/medicine/tavanic
1997,"Termalgin Codeina (Acetaminophen,Codeine)",https://pillintrip.com/medicine/termalgin-codeina-acetaminophen-codeine
1998,Tamsulon,https://pillintrip.com/medicine/tamsulon
1999,Tylenol ,https://pillintrip.com/medicine/tylenol
2000,Uloric,https://pillintrip.com/medicine/uloric
2001,Ultracod,https://pillintrip.com/medicine/ultracod
2002,Ultracet,https://pillintrip.com/medicine/ultracet
2003,Uvamin Retard,https://pillintrip.com/medicine/uvamin-retard
2004,"Ultracod (Acetaminophen,Codeine)",https://pillintrip.com/medicine/ultracod-acetaminophen-codeine
2005,Utrogestan,https://pillintrip.com/medicine/utrogestan
2006,Uniflex,https://pillintrip.com/medicine/uniflex
2007,Unasyn,https://pillintrip.com/medicine/unasyn
2008,Ursobilane,https://pillintrip.com/medicine/2-ursobilane
2009,Ultracet (ANALGESICS_OPIOID),https://pillintrip.com/medicine/ultracet-analgesics-opioid
2010,Ultracortenol,https://pillintrip.com/medicine/ultracortenol
2011,Ultak,https://pillintrip.com/medicine/ultak
2012,Ultram,https://pillintrip.com/medicine/ultram
2013,Upsa-C,https://pillintrip.com/medicine/upsa-c-
2014,Unacid,https://pillintrip.com/medicine/unacid
2015,Ulfaran,https://pillintrip.com/medicine/ulfaran
2016,Uroxin,https://pillintrip.com/medicine/uroxin
2017,Unguentum Acidi Salicylici 5%,https://pillintrip.com/medicine/unguentum-acidi-salicylici-5
2018,Uniferol,https://pillintrip.com/medicine/uniferol
2019,Upsarin UPSA,https://pillintrip.com/medicine/upsarin-upsa
2020,Uridoz,https://pillintrip.com/medicine/uridoz
2021,Uni Hioscin,https://pillintrip.com/medicine/uni-hioscin
2022,Ultop,https://pillintrip.com/medicine/ultop
2023,Urispas,https://pillintrip.com/medicine/urispas
2024,Unison Enema,https://pillintrip.com/medicine/unison-enema
2025,Ultera,https://pillintrip.com/medicine/ultera
2026,Uroseptic,https://pillintrip.com/medicine/uroseptic
2027,Urostat (ANTIBACTERIALS),https://pillintrip.com/medicine/urostat-antibacterials
2028,Urinex,https://pillintrip.com/medicine/urinex
2029,Unacefin,https://pillintrip.com/medicine/unacefin
2030,Unexym,https://pillintrip.com/medicine/unexym
2031,Uniclophen 0.1%,https://pillintrip.com/medicine/uniclophen-0-1
2032,Urbanil,https://pillintrip.com/medicine/urbanil
2033,Ultracain D-S,https://pillintrip.com/medicine/ultracain-d-s
2034,Urilax,https://pillintrip.com/medicine/urilax
2035,Ultrapenem,https://pillintrip.com/medicine/ultrapenem
2036,Ulcefam,https://pillintrip.com/medicine/ulcefam
2037,Unguentum Neomycini,https://pillintrip.com/medicine/unguentum-neomycini
2038,Urief,https://pillintrip.com/medicine/urief
2039,Ulcogant-IC,https://pillintrip.com/medicine/ulcogant-ic
2040,Undofen,https://pillintrip.com/medicine/undofen
2041,Ultiva,https://pillintrip.com/medicine/ultiva
2042,Urospas,https://pillintrip.com/medicine/urospas
2043,Ultracet (Oral),https://pillintrip.com/medicine/ultracet-oral
2044,Uniroid-HC,https://pillintrip.com/medicine/uniroid-hc
2045,Uroctal,https://pillintrip.com/medicine/uroctal
2046,Unew,https://pillintrip.com/medicine/unew
2047,Uniao Dexametasona,https://pillintrip.com/medicine/uniao-dexametasona
2048,Uzalk,https://pillintrip.com/medicine/uzalk
2049,Urfocin TM,https://pillintrip.com/medicine/urfocin-tm
2050,Ursovit C,https://pillintrip.com/medicine/ursovit-c
2051,Urimax,https://pillintrip.com/medicine/urimax
2052,Üromisin,https://pillintrip.com/medicine/romisin
2053,Uvasal,https://pillintrip.com/medicine/uvasal
2054,Ultrazac,https://pillintrip.com/medicine/ultrazac
2055,Urocare,https://pillintrip.com/medicine/urocare
2056,Ulcevit,https://pillintrip.com/medicine/ulcevit
2057,Ulzol,https://pillintrip.com/medicine/ulzol
2058,Unguento Morry,https://pillintrip.com/medicine/unguento-morry
2059,Ulsal,https://pillintrip.com/medicine/ulsal
2060,Uroseptal,https://pillintrip.com/medicine/uroseptal
2061,Urifron,https://pillintrip.com/medicine/urifron
2062,Unipron,https://pillintrip.com/medicine/unipron
2063,Urofos,https://pillintrip.com/medicine/urofos
2064,Utrogectan,https://pillintrip.com/medicine/utrogectan
2065,Unifed,https://pillintrip.com/medicine/unifed
2066,Ulcron,https://pillintrip.com/medicine/ulcron
2067,Uprofen,https://pillintrip.com/medicine/uprofen
2068,Unicaine,https://pillintrip.com/medicine/unicaine
2069,"Uphadol Extra (Acetaminophen,Caffeine)",https://pillintrip.com/medicine/uphadol-extra-acetaminophen-caffeine
2070,Uropyrine,https://pillintrip.com/medicine/uropyrine
2071,"Ultra-Met (Acetaminophen,Tramadol Hydrochloride)",https://pillintrip.com/medicine/ultra-met-acetaminophen-tramadol-hydrochloride
2072,Ultrapen,https://pillintrip.com/medicine/ultrapen
2073,Uniren,https://pillintrip.com/medicine/uniren
2074,Unithroid,https://pillintrip.com/medicine/unithroid
2075,Unodol,https://pillintrip.com/medicine/unodol
2076,Unisom,https://pillintrip.com/medicine/unisom
2077,Ulsepan,https://pillintrip.com/medicine/ulsepan
2078,Ubilon,https://pillintrip.com/medicine/ubilon
2079,Uphamol,https://pillintrip.com/medicine/uphamol
2080,Urbason,https://pillintrip.com/medicine/urbason
2081,Uniflex-N,https://pillintrip.com/medicine/uniflex-n
2082,Ultracalcium,https://pillintrip.com/medicine/ultracalcium
2083,Ursofalk,https://pillintrip.com/medicine/ursofalk
2084,Urinary Pain Relief,https://pillintrip.com/medicine/urinary-pain-relief
2085,Ulcermate,https://pillintrip.com/medicine/ulcermate
2086,Uzix,https://pillintrip.com/medicine/uzix
2087,Unial,https://pillintrip.com/medicine/unial
2088,Umeran,https://pillintrip.com/medicine/umeran
2089,Upsa C,https://pillintrip.com/medicine/upsa-c
2090,Uramin,https://pillintrip.com/medicine/uramin
2091,Ultracet (ANALGESICS),https://pillintrip.com/medicine/ultracet-analgesics
2092,Uricin,https://pillintrip.com/medicine/uricin
2093,Udox,https://pillintrip.com/medicine/udox
2094,Uritrat,https://pillintrip.com/medicine/uritrat
2095,Urotrim (Trimethoprim),https://pillintrip.com/medicine/urotrim-trimethoprim
2096,Urocit-K,https://pillintrip.com/medicine/urocit-k
2097,Unium,https://pillintrip.com/medicine/unium
2098,Uroflow,https://pillintrip.com/medicine/uroflow
2099,Unixon,https://pillintrip.com/medicine/unixon
2100,Viagra,https://pillintrip.com/medicine/viagra
2101,Ventolin (Salbutamol),https://pillintrip.com/medicine/ventolin-salbutamol
2102,Victoza,https://pillintrip.com/medicine/victoza
2103,Vioplex-T,https://pillintrip.com/medicine/vioplex-t
2104,Virlix Plus,https://pillintrip.com/medicine/virlix-plus
2105,Valtrex,https://pillintrip.com/medicine/valtrex
2106,Verrutol,https://pillintrip.com/medicine/verrutol
2107,Ventolin,https://pillintrip.com/medicine/ventolin
2108,Vibramycin,https://pillintrip.com/medicine/vibramycin
2109,Voltaren,https://pillintrip.com/medicine/voltaren
2110,Visadron,https://pillintrip.com/medicine/visadron
2111,Versatis,https://pillintrip.com/medicine/versatis
2112,Vermidon,https://pillintrip.com/medicine/vermidon
2113,Ventolin HFA,https://pillintrip.com/medicine/ventolin-hfa
2114,Vesanoid,https://pillintrip.com/medicine/vesanoid
2115,Vomitil-M,https://pillintrip.com/medicine/vomitil-m
2116,Viacoram,https://pillintrip.com/medicine/viacoram
2117,Valium,https://pillintrip.com/medicine/valium
2118,Vistamethasone,https://pillintrip.com/medicine/vistamethasone
2119,Vermox,https://pillintrip.com/medicine/vermox
2120,Verrumal,https://pillintrip.com/medicine/verrumal
2121,Val,https://pillintrip.com/medicine/val
2122,Vagifem,https://pillintrip.com/medicine/vagifem
2123,Vicks Flu Tripla Azione,https://pillintrip.com/medicine/vicks-flu-tripla-azione
2124,Vagil,https://pillintrip.com/medicine/vagil
2125,Viscor,https://pillintrip.com/medicine/viscor
2126,V.F.,https://pillintrip.com/medicine/v-f
2127,Valprex,https://pillintrip.com/medicine/valprex
2128,Ventolin Nebules,https://pillintrip.com/medicine/ventolin-nebules
2129,Vizarsin (potency),https://pillintrip.com/medicine/vizarsin-potency
2130,Vitaxon,https://pillintrip.com/medicine/vitaxon
2131,Vaner,https://pillintrip.com/medicine/vaner
2132,Verrufilm,https://pillintrip.com/medicine/verrufilm
2133,Valsacor H160,https://pillintrip.com/medicine/valsacor-h160
2134,Vasocedine Pseudoephedrine,https://pillintrip.com/medicine/vasocedine-pseudoephedrine
2135,Vemlidy,https://pillintrip.com/medicine/vemlidy
2136,"Vermidon (Acetaminophen,Caffeine)",https://pillintrip.com/medicine/vermidon-acetaminophen-caffeine
2137,Voltadol,https://pillintrip.com/medicine/voltadol
2138,Voren,https://pillintrip.com/medicine/voren
2139,Voltfast,https://pillintrip.com/medicine/voltfast
2140,Vicks Xarope Expectorante Mel,https://pillintrip.com/medicine/vicks-xarope-expectorante-mel
2141,Vigamox,https://pillintrip.com/medicine/vigamox
2142,Votum plus,https://pillintrip.com/medicine/votum-plus
2143,Vanafen-S,https://pillintrip.com/medicine/vanafen-s
2144,VCS,https://pillintrip.com/medicine/vcs
2145,Vitussin,https://pillintrip.com/medicine/vitussin
2146,Vertiserc,https://pillintrip.com/medicine/vertiserc
2147,Vitamin C,https://pillintrip.com/medicine/vitamin-c
2148,Velmetia,https://pillintrip.com/medicine/velmetia
2149,Vipdomet,https://pillintrip.com/medicine/vipdomet
2150,Vimovo,https://pillintrip.com/medicine/vimovo
2151,Vagivit,https://pillintrip.com/medicine/vagivit
2152,Veronil,https://pillintrip.com/medicine/veronil
2153,Vascepa,https://pillintrip.com/medicine/vascepa
2154,Voltarol,https://pillintrip.com/medicine/voltarol
2155,Vertisal,https://pillintrip.com/medicine/vertisal
2156,Vasoxen,https://pillintrip.com/medicine/vasoxen
2157,VC,https://pillintrip.com/medicine/vc
2158,Vascord HCT,https://pillintrip.com/medicine/vascord-hct
2159,Vendep,https://pillintrip.com/medicine/vendep
2160,Vitamina C Genfar,https://pillintrip.com/medicine/vitamina-c-genfar
2161,Viraflu,https://pillintrip.com/medicine/viraflu
2162,Voltaren Dolo,https://pillintrip.com/medicine/voltaren-dolo
2163,Voltaren forte,https://pillintrip.com/medicine/voltaren-forte
2164,Viread,https://pillintrip.com/medicine/viread
2165,Vivimed,https://pillintrip.com/medicine/vivimed
2166,Vorange,https://pillintrip.com/medicine/vorange
2167,Vicks Tosse Fluidificante,https://pillintrip.com/medicine/vicks-tosse-fluidificante
2168,"Vicks Flu Tripla Azione (Acetaminophen,Guaifenesin,Phenylephrine Hydrochloride)",https://pillintrip.com/medicine/vicks-flu-tripla-azione-acetaminophen-guaifenesin-phenylephrine-hydrochloride
2169,Virun,https://pillintrip.com/medicine/virun
2170,Vicitra,https://pillintrip.com/medicine/vicitra
2171,Vagifem (Estradiol),https://pillintrip.com/medicine/vagifem-estradiol
2172,Volequin,https://pillintrip.com/medicine/volequin
2173,Viatromb,https://pillintrip.com/medicine/viatromb
2174,Vicin,https://pillintrip.com/medicine/vicin
2175,Vivitrol,https://pillintrip.com/medicine/vivitrol
2176,Voren (CORTICOSTEROIDS),https://pillintrip.com/medicine/voren-corticosteroids
2177,Valprax,https://pillintrip.com/medicine/valprax
2178,Ventilan,https://pillintrip.com/medicine/ventilan
2179,Viagra L,https://pillintrip.com/medicine/viagra-l
2180,Viaxal,https://pillintrip.com/medicine/viaxal
2181,Verutex B,https://pillintrip.com/medicine/verutex-b
2182,Vomena,https://pillintrip.com/medicine/vomena
2183,Vicks Tosse,https://pillintrip.com/medicine/vicks-tosse
2184,Viternum,https://pillintrip.com/medicine/viternum
2185,Valzaar-H,https://pillintrip.com/medicine/valzaar-h
2186,"Vivimed (Acetaminophen,Caffeine)",https://pillintrip.com/medicine/vivimed-acetaminophen-caffeine
2187,Venter,https://pillintrip.com/medicine/venter
2188,Vipinta,https://pillintrip.com/medicine/vipinta
2189,Voltaren 1%,https://pillintrip.com/medicine/voltaren-1
2190,Voltaren Actigo,https://pillintrip.com/medicine/voltaren-actigo
2191,Voltaren Ophtha,https://pillintrip.com/medicine/voltaren-ophtha
2192,Versatis 5%,https://pillintrip.com/medicine/versatis-5
2193,V-Ral,https://pillintrip.com/medicine/v-ral
2194,Vick 44 Expectorante,https://pillintrip.com/medicine/vick-44-expectorante
2195,Vesicare,https://pillintrip.com/medicine/vesicare
2196,Vivactra Plus,https://pillintrip.com/medicine/vivactra-plus
2197,Vomistop,https://pillintrip.com/medicine/vomistop
2198,Vitamin C-Injektopas,https://pillintrip.com/medicine/vitamin-c-injektopas
2199,Vogast,https://pillintrip.com/medicine/vogast
2200,"Winadeine F (Acetaminophen,Codeine)",https://pillintrip.com/medicine/winadeine-f-acetaminophen-codeine
2201,Wilzin,https://pillintrip.com/medicine/wilzin
2202,Wick Husten-Löser,https://pillintrip.com/medicine/wick-husten-l-ser
2203,Winasorb,https://pillintrip.com/medicine/winasorb
2204,Wick Husten-Sirup,https://pillintrip.com/medicine/wick-husten-sirup
2205,Wick Husten-Pastillen,https://pillintrip.com/medicine/wick-husten-pastillen
2206,Wellbutrin SR,https://pillintrip.com/medicine/wellbutrin-sr
2207,Winop,https://pillintrip.com/medicine/winop
2208,Wakix,https://pillintrip.com/medicine/wakix
2209,Weike,https://pillintrip.com/medicine/weike
2210,Wellbutrin XL,https://pillintrip.com/medicine/wellbutrin-xl
2211,Wellbutrin,https://pillintrip.com/medicine/wellbutrin
2212,Warz-ab Extor,https://pillintrip.com/medicine/warz-ab-extor
2213,"Winadeine (Acetaminophen,Codeine)",https://pillintrip.com/medicine/winadeine-acetaminophen-codeine
2214,Welchol,https://pillintrip.com/medicine/welchol
2215,Wellnara,https://pillintrip.com/medicine/wellnara
2216,Wan Qi,https://pillintrip.com/medicine/wan-qi
2217,Winadeine,https://pillintrip.com/medicine/winadeine
2218,Winadeine F,https://pillintrip.com/medicine/winadeine-f
2219,Winadol Forte,https://pillintrip.com/medicine/winadol-forte
2220,Wellparin,https://pillintrip.com/medicine/wellparin
2221,Wick (guaifenesin),https://pillintrip.com/medicine/wick-guaifenesin
2222,Winpen,https://pillintrip.com/medicine/winpen
2223,Weiernin,https://pillintrip.com/medicine/weiernin
2224,Wilsim,https://pillintrip.com/medicine/wilsim
2225,Warfen,https://pillintrip.com/medicine/warfen
2226,Waxol,https://pillintrip.com/medicine/waxol
2227,"Winadol Forte (Acetaminophen,Codeine)",https://pillintrip.com/medicine/winadol-forte-acetaminophen-codeine
2228,Wei Ka,https://pillintrip.com/medicine/wei-ka
2229,Weifa C-vitamin,https://pillintrip.com/medicine/weifa-c-vitamin
2230,Wellbutrin XR,https://pillintrip.com/medicine/wellbutrin-xr
2231,Wick Formel 44 Hustenstiller,https://pillintrip.com/medicine/wick-formel-44-hustenstiller
2232,Warfarin Orion,https://pillintrip.com/medicine/warfarin-orion
2233,Winon,https://pillintrip.com/medicine/winon
2234,Wei Ping,https://pillintrip.com/medicine/wei-ping
2235,Winsolve Antifungal Cream,https://pillintrip.com/medicine/winsolve-antifungal-cream
2236,Wellbutrin-XL,https://pillintrip.com/medicine/wellbutrin-xl-
2237,Wermy,https://pillintrip.com/medicine/wermy
2238,Wick Formel 44 Husten,https://pillintrip.com/medicine/wick-formel-44-husten
2239,Winthrop Omeprazole,https://pillintrip.com/medicine/winthrop-omeprazole
2240,Witte Kruis,https://pillintrip.com/medicine/witte-kruis
2241,Wockhardt Diazepam,https://pillintrip.com/medicine/wockhardt-diazepam
2242,Weidi,https://pillintrip.com/medicine/weidi
2243,Wormin,https://pillintrip.com/medicine/wormin
2244,Weitul,https://pillintrip.com/medicine/weitul
2245,Winpred,https://pillintrip.com/medicine/winpred
2246,Wypax,https://pillintrip.com/medicine/wypax
2247,Wen Qing,https://pillintrip.com/medicine/wen-qing
2248,Walesolone,https://pillintrip.com/medicine/walesolone
2249,Winch,https://pillintrip.com/medicine/winch
2250,Waxsol,https://pillintrip.com/medicine/waxsol
2251,Winstop,https://pillintrip.com/medicine/winstop
2252,Wei Er Ya,https://pillintrip.com/medicine/wei-er-ya
2253,Wormicide,https://pillintrip.com/medicine/wormicide
2254,Wycort,https://pillintrip.com/medicine/wycort
2255,Wergyl,https://pillintrip.com/medicine/wergyl
2256,Wake Ups,https://pillintrip.com/medicine/wake-ups
2257,Walgreens Ibuprofen Junior Strength,https://pillintrip.com/medicine/walgreens-ibuprofen-junior-strength
2258,Willmon,https://pillintrip.com/medicine/willmon
2259,Warfin,https://pillintrip.com/medicine/warfin
2260,Windicon,https://pillintrip.com/medicine/windicon
2261,Winsepal,https://pillintrip.com/medicine/winsepal
2262,Winthrop Irbesartan + Hydrochlorothiazide,https://pillintrip.com/medicine/winthrop-irbesartan-hydrochlorothiazide
2263,Wormstop,https://pillintrip.com/medicine/wormstop
